1565453925458,-0.2646,-1.3622,9.8098,-0.2052,-0.114,0.0836,63,74,600,35.7612816667,139.813998333,2.84234633799
1565453925472,-0.2254,-1.2348,9.653,0.2964,-0.304,0.2128,63,74,600,35.7612816667,139.813998333,2.81077890325
1565453925487,-0.2058,-1.176,9.6922,-0.1216,0.2204,0.0076,58,69,600,35.7612816667,139.813998333,2.81077890325
1565453925500,-0.2352,-1.2936,9.8098,-0.1368,-0.6764,-0.5168,58,69,600,35.7612816667,139.813998333,2.81077890325
1565453925514,-0.196,-1.2446,9.6922,-0.4028,-0.0684,0.3648,58,69,600,35.7612816667,139.813998333,2.81077890325
1565453925527,-0.2156,-1.274,9.8196,-0.0456,0.0836,-0.5776,58,69,600,35.7612816667,139.813998333,2.81077890325
1565453925541,-0.1862,-1.2544,9.6628,0.1368,0.2128,-0.4484,58,69,600,35.7612816667,139.813998333,2.81077890325
1565453925555,-0.1666,-1.3034,9.7902,-0.0304,-0.1216,0.7904,58,69,600,35.7612816667,139.813998333,2.81077890325
1565453925591,-0.1764,-1.176,9.7216,-0.2052,0.494,-0.2508,58,37,596,35.7612816667,139.813998333,2.74263199586
1565453925604,-0.1176,-1.225,9.751,0.2584,-0.0988,0.2128,55,60,596,35.7612816667,139.813998333,2.74263199586
1565453925618,-0.245,-1.3622,9.898,0.19,0.1292,0.4408,55,60,596,35.7612816667,139.813998333,2.74263199586
1565453925633,-0.196,-1.2642,9.8294,-0.304,0.3268,-0.0456,55,60,596,35.7612816667,139.813998333,2.74263199586
1565453925646,-0.1372,-1.2054,9.7706,-0.2432,0.0456,0.1216,55,60,596,35.7612816667,139.813998333,2.74263199586
1565453925660,-0.2058,-1.3622,9.702,0.0532,0.5168,-0.2356,55,60,596,35.7612816667,139.813998333,2.74263199586
1565453925673,-0.2352,-1.274,9.8784,-0.0304,-0.2128,-0.0912,66,99,592,35.7612816667,139.813998333,3.09766488651
